name,genre_kaggle,genres_omdb,crime,drama,romance,animation,comedy,family,mystery,sci-fi,thriller,adventure,fantasy,action,biography,horror,history,war,music,sport,short,western,musical,documentary,film-noir,adult
X-Men: Apocalypse,Action,"Action, Adventure, Sci-Fi",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lady Macbeth,Drama,"Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Girl on the Train,Crime,"Crime, Drama, Mystery, Thriller",1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hollars,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kubo and the Two Strings,Animation,"Animation, Action, Adventure, Family, Fantasy",0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Shallows,Drama,"Action, Drama, Horror",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Sinister 2,Horror,"Horror, Mystery, Thriller",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Straight Outta Compton,Biography,"Biography, Drama, History",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Desierto,Drama,"Action, Adventure, Drama, Thriller",0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Scouts Guide to the Zombie Apocalypse,Action,"Action, Comedy, Horror",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Sisters,Comedy,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secret in Their Eyes,Crime,"Crime, Drama, Mystery",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaun the Sheep Movie,Animation,"Animation, Adventure, Comedy",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demolition,Comedy,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Self/less,Action,"Action, Mystery, Sci-Fi, Thriller",0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Star Wars: The Force Awakens,Action,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spy,Action,"Action, Comedy",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,Action,"Action, Adventure, Thriller",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dragon Blade,Action,"Action, Drama, Fantasy, History",0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
American Ultra,Action,"Action, Comedy",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sleeping with Other People,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drishyam,Crime,"Crime, Drama, Mystery, Thriller",1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sicario,Action,"Action, Crime, Drama",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Steve Jobs,Biography,"Biography, Drama",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tomorrowland,Action,"Action, Adventure, Family, Fantasy, Mystery, Sci-Fi",0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Slow West,Western,"Action, Adventure, Drama, Romance, Thriller, Western",0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Run All Night,Action,"Action, Crime, Thriller",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Danny Collins,Comedy,"Biography, Comedy, Drama, Music",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Spectre,Action,"Action, Adventure, Thriller",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Spotlight,Crime,"Biography, Crime, Drama",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dope,Comedy,"Adventure, Comedy, Crime",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strange Magic,Animation,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Daddy's Home,Comedy,"Comedy, Family",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Good Dinosaur,Animation,"Animation, Adventure, Comedy, Drama, Family, Fantasy",0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hunger Games: Mockingjay - Part 2,Action,"Action, Adventure, Sci-Fi",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Born to Be Blue,Biography,"Biography, Drama, Music, Romance",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
The Hateful Eight,Crime,"Crime, Drama, Mystery",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hallow,Horror,"Fantasy, Horror, Thriller",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Gunman,Action,"Action, Crime, Thriller",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bridge of Spies,Drama,"Drama, History, Thriller",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,Drama,"Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Girl in the Book,Drama,Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Second Best Exotic Marigold Hotel,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burnt,Comedy,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The SpongeBob Movie: Sponge Out of Water,Animation,"Animation, Action, Adventure, Comedy, Family, Fantasy",0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Stanford Prison Experiment,Biography,"Biography, Drama, History, Thriller",0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Family Fang,Comedy,"Comedy, Drama, Mystery",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avengers: Age of Ultron,Action,"Action, Adventure, Sci-Fi",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Intern,Comedy,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sea of Trees,Drama,"Drama, Fantasy, Mystery",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Captive,Action,"Action, Biography, Crime",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Lure,Comedy,"Drama, Fantasy, Horror, Musical, Thriller",0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
The Overnight,Comedy,"Comedy, Mystery",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Night Before,Adventure,"Comedy, Fantasy",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beasts of No Nation,Drama,"Drama, War",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Meddler,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Martian,Adventure,"Adventure, Drama, Sci-Fi",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Man from U.N.C.L.E.,Action,"Action, Adventure, Comedy",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Man Who Knew Infinity,Biography,"Biography, Drama",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Longest Ride,Drama,"Drama, Romance, Western",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bajo la arena,Drama,"Fantasy, Short",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Lazarus Effect,Horror,"Horror, Mystery, Sci-Fi",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Last Witch Hunter,Action,"Action, Adventure, Fantasy",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Black Mass,Biography,"Biography, Crime, Drama",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blackhat,Crime,"Action, Crime, Thriller",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Blackway,Thriller,Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lady in the Van,Biography,"Biography, Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Invitation,Drama,"Drama, Mystery, Thriller",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The End of the Tour,Biography,"Biography, Drama",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Attack on Titan: Part 1,Action,"Action, Adventure, Drama, Fantasy, Horror, Sci-Fi",0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Strangerland,Drama,"Drama, Mystery, Thriller",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tangerine,Comedy,"Comedy, Crime, Drama",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wedding Ringer,Comedy,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Witch,Horror,"Short, Fantasy",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Terminator Genisys,Action,"Action, Adventure, Sci-Fi, Thriller",0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cop Car,Crime,"Crime, Thriller",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ant-Man,Action,"Action, Adventure, Comedy, Sci-Fi",0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ted 2,Comedy,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tale of Tales,Drama,"Drama, Fantasy, Horror",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Age of Adaline,Drama,"Drama, Fantasy, Romance",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Creed,Drama,"Drama, Sport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Anomalisa,Animation,"Animation, Comedy, Drama",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crimson Peak,Drama,"Drama, Fantasy, Horror, Mystery, Thriller",0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Synchronicity,Drama,"Drama, Mystery, Romance, Sci-Fi",0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summertime,Drama,"Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suffragette,Biography,"Drama, History",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Assassin,Action,"Crime, Mystery, Thriller",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dressmaker,Comedy,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chi-Raq,Comedy,"Comedy, Crime, Drama",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carol,Drama,"Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Diary of a Teenage Girl,Drama,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Daughter,Drama,Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Danish Girl,Biography,"Biography, Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The DUFF,Comedy,"Comedy, Romance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The D Train,Comedy,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chappie,Action,"Action, Crime, Drama, Sci-Fi, Thriller",1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Bronze,Comedy,"Comedy, Drama, Sport",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Closet Monster,Drama,"Drama, Fantasy, Mystery",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinderella,Drama,"Drama, Family, Fantasy",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Boy Next Door,Mystery,Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Blackcoat's Daughter,Horror,"Horror, Mystery, Thriller",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Vatican Tapes,Horror,"Horror, Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Big Short,Biography,"Biography, Comedy, Drama, History",0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Visit,Horror,"Horror, Mystery, Thriller",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Walk,Adventure,"Action, Adventure, Biography",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Rock the Kasbah,Comedy,"Comedy, Music, War",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
We Are Your Friends,Drama,"Drama, Music, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Minions,Animation,"Animation, Adventure, Comedy, Family, Sci-Fi",0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvin and the Chipmunks: The Road Chip,Animation,"Animation, Adventure, Comedy",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goosebumps,Adventure,"Adventure, Comedy, Family",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Room,Crime,"Horror, Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Me and Earl and the Dying Girl,Comedy,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"McFarland, USA",Biography,"Biography, Drama, Sport",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Maze Runner: The Scorch Trials,Action,"Action, Adventure, Sci-Fi, Thriller",0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Manifesto,Drama,Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Our Brand Is Crisis,Comedy,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic Mike XXL,Comedy,"Comedy, Drama, Music",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Maggie's Plan,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maggie,Drama,"Drama, Horror, Sci-Fi",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mad Max: Fury Road,Action,"Action, Adventure, Sci-Fi, Thriller",0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Macbeth,Drama,"Drama, History, War",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Love the Coopers,Comedy,"Comedy, Fantasy, Romance",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
War Room,Drama,Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miss You Already,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mississippi Grind,Comedy,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vacation,Adventure,"Adventure, Comedy",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freeheld,Biography,"Biography, Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Frente al mar,Drama,Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Walk in the Woods,Adventure,"Adventure, Biography, Comedy",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Furious 7,Action,"Action, Adventure, Thriller",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Victor Frankenstein,Drama,"Drama, Horror, Sci-Fi, Thriller",0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mr. Right,Action,"Action, Comedy, Romance",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Get Hard,Comedy,"Comedy, Crime",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Holmes,Drama,"Drama, Mystery",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mortdecai,Action,"Action, Adventure, Comedy, Crime, Mystery",1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Girl Asleep,Comedy,"Comedy, Family, Fantasy",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistress America,Comedy,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los 33,Biography,"Short, Family",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Hello, My Name Is Doris",Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Bigger Splash,Drama,"Drama, Music, Thriller",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3 Generations,Drama,Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jurassic World,Action,"Action, Adventure, Sci-Fi",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jupiter Ascending,Action,"Action, Adventure, Sci-Fi",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Joy,Biography,"Biography, Drama",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I Saw the Light,Biography,"Biography, Drama, Music, Romance",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Z for Zachariah,Drama,"Drama, Romance, Sci-Fi, Thriller",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'll See You in My Dreams,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jenny's Wedding,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jem and the Holograms,Adventure,"Adventure, Drama, Family",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Got a Gun,Action,"Action, Drama, Western",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Irrational Man,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ip Man 3,Action,"Action, Biography, Drama, History",0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
In the Heart of the Sea,Action,"Action, Adventure, Biography",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Into the Forest,Drama,"Drama, Thriller",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Insurgent,Action,"Action, Adventure, Sci-Fi, Thriller",0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Inside Out,Animation,"Animation, Adventure, Comedy, Drama, Family, Fantasy",0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Youth,Comedy,"Comedy, Drama, Music, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Knight of Cups,Drama,"Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legend,Biography,"Biography, Crime, Drama, Thriller",1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Knock Knock,Drama,"Drama, Thriller",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90 Minutes in Heaven,Drama,Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Woman in Gold,Biography,"Biography, Drama, History",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
High-Rise,Drama,"Drama, Sci-Fi",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hitman: Agent 47,Action,"Action, Crime, Thriller",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Home,Animation,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La langosta,Comedy,Short,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45 Years,Drama,"Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krisha,Drama,Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krampus,Comedy,"Comedy, Drama, Fantasy",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hot Tub Time Machine 2,Comedy,"Comedy, Mystery, Sci-Fi",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Transylvania 2,Animation,"Animation, Comedy, Family, Fantasy, Horror",0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Focus,Comedy,"Comedy, Crime, Drama, Romance",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Peanuts Movie,Animation,"Animation, Comedy, Family",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regression,Crime,"Crime, Drama, Mystery, Thriller",1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pixels,Action,"Action, Comedy, Fantasy, Sci-Fi",0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Trumbo,Biography,"Biography, Crime, Drama",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Turbo Kid,Action,"Action, Adventure, Comedy, Horror, Sci-Fi",0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
True Story,Crime,"Biography, Crime, Drama, History, Mystery",1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Ricki and the Flash,Comedy,"Comedy, Drama, Music",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Experimenter,Biography,"Biography, Drama, History",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Far from the Madding Crowd,Drama,"Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unfinished Business,Comedy,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poltergeist,Horror,"Horror, Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Perfect Guy,Drama,Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equals,Drama,"Drama, Romance, Sci-Fi",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aloha,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eye in the Sky,Drama,"Action, Drama, Thriller, War",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
