name,month,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Before We Go,7,0,0,0,0,0,0,1,0,0,0,0,0
Birdman or (The Unexpected Virtue of Ignorance),11,0,0,0,0,0,0,0,0,0,0,1,0
Black Sea,1,1,0,0,0,0,0,0,0,0,0,0,0
Beyond the Lights,11,0,0,0,0,0,0,0,0,0,0,1,0
The Hundred-Foot Journey,8,0,0,0,0,0,0,0,1,0,0,0,0
The Legend of Hercules,1,1,0,0,0,0,0,0,0,0,0,0,0
The Monuments Men,2,0,1,0,0,0,0,0,0,0,0,0,0
The Homesman,5,0,0,0,0,1,0,0,0,0,0,0,0
The Other Woman,4,0,0,0,1,0,0,0,0,0,0,0,0
The Maze Runner,9,0,0,0,0,0,0,0,0,1,0,0,0
Boyhood,8,0,0,0,0,0,0,0,1,0,0,0,0
The Lego Movie,2,0,1,0,0,0,0,0,0,0,0,0,0
The Hobbit: The Battle of the Five Armies,12,0,0,0,0,0,0,0,0,0,0,0,1
The Last Five Years,2,0,1,0,0,0,0,0,0,0,0,0,0
La salvaci�n,2,0,1,0,0,0,0,0,0,0,0,0,0
The One I Love,8,0,0,0,0,0,0,0,1,0,0,0,0
Big Eyes,12,0,0,0,0,0,0,0,0,0,0,0,1
Kingsman: The Secret Service,2,0,1,0,0,0,0,0,0,0,0,0,0
Big Game,6,0,0,0,0,0,1,0,0,0,0,0,0
The Imitation Game,12,0,0,0,0,0,0,0,0,0,0,0,1
Big Hero 6,11,0,0,0,0,0,0,0,0,0,0,1,0
Blended,5,0,0,0,0,1,0,0,0,0,0,0,0
The Interview,12,0,0,0,0,0,0,0,0,0,0,0,1
'71,10,0,0,0,0,0,0,0,0,0,1,0,0
Still Alice,2,0,1,0,0,0,0,0,0,0,0,0,0
Laggies,10,0,0,0,0,0,0,0,0,0,1,0,0
El penthouse,1,1,0,0,0,0,0,0,0,0,0,0,0
Exodus: Gods and Kings,12,0,0,0,0,0,0,0,0,0,0,0,1
Ex Machina,4,0,0,0,1,0,0,0,0,0,0,0,0
Promesa de Vida,5,0,0,0,0,1,0,0,0,0,0,0,0
Goodnight Mommy,9,0,0,0,0,0,0,0,0,1,0,0,0
Million Dollar Arm,5,0,0,0,0,1,0,0,0,0,0,0,0
Escobar,6,0,0,0,0,0,1,0,0,0,0,0,0
Entrevista con unos vampiros,2,0,1,0,0,0,0,0,0,0,0,0,0
Enredos en Broadway,8,0,0,0,0,0,0,0,1,0,0,0,0
Endless Love,2,0,1,0,0,0,0,0,0,0,0,0,0
Relatos salvajes,12,0,0,0,0,0,0,0,0,0,0,0,1
"Men, Women & Children",10,0,0,0,0,0,0,0,0,0,1,0,0
El recuerdo de Marnie,12,0,0,0,0,0,0,0,0,0,0,0,1
El payaso del mal,6,0,0,0,0,0,1,0,0,0,0,0,0
The Grand Budapest Hotel,3,0,0,1,0,0,0,0,0,0,0,0,0
El dador de recuerdos,8,0,0,0,0,0,0,0,1,0,0,0,0
Ride Along,1,1,0,0,0,0,0,0,0,0,0,0,0
Rio 2,4,0,0,0,1,0,0,0,0,0,0,0,0
Edge of Tomorrow,6,0,0,0,0,0,1,0,0,0,0,0,0
Earth to Echo,7,0,0,0,0,0,0,1,0,0,0,0,0
Guardians of the Galaxy,8,0,0,0,0,0,0,0,1,0,0,0,0
Dumb and Dumber To,11,0,0,0,0,0,0,0,0,0,0,1,0
Rudderless,2,0,1,0,0,0,0,0,0,0,0,0,0
Sabotage,3,0,0,1,0,0,0,0,0,0,0,0,0
Saving Christmas,11,0,0,0,0,0,0,0,0,0,0,1,0
Good Kill,5,0,0,0,0,1,0,0,0,0,0,0,0
Predestination,1,1,0,0,0,0,0,0,0,0,0,0,0
Gone Girl,10,0,0,0,0,0,0,0,0,0,1,0,0
Pompeya,2,0,1,0,0,0,0,0,0,0,0,0,0
Muppets Most Wanted,3,0,0,1,0,0,0,0,0,0,0,0,0
Mr. Peabody & Sherman,3,0,0,1,0,0,0,0,0,0,0,0,0
Fury,10,0,0,0,0,0,0,0,0,0,1,0,0
Need for Speed,3,0,0,1,0,0,0,0,0,0,0,0,0
Neighbors,5,0,0,0,0,1,0,0,0,0,0,0,0
Fuerza mayor,12,0,0,0,0,0,0,0,0,0,0,0,1
Night at the Museum: Secret of the Tomb,12,0,0,0,0,0,0,0,0,0,0,0,1
Nightcrawler,10,0,0,0,0,0,0,0,0,0,1,0,0
No Good Deed,9,0,0,0,0,0,0,0,0,1,0,0,0
Noah,3,0,0,1,0,0,0,0,0,0,0,0,0
Non-Stop,2,0,1,0,0,0,0,0,0,0,0,0,0
Frank,9,0,0,0,0,0,0,0,0,1,0,0,0
Foxcatcher,1,1,0,0,0,0,0,0,0,0,0,0,0
Fortaleza prohibida,4,0,0,0,1,0,0,0,0,0,0,0,0
Ouija,10,0,0,0,0,0,0,0,0,0,1,0,0
Paddington,1,1,0,0,0,0,0,0,0,0,0,0,0
God's Not Dead,3,0,0,1,0,0,0,0,0,0,0,0,0
God's Pocket,8,0,0,0,0,0,0,0,1,0,0,0,0
Moms' Night Out,5,0,0,0,0,1,0,0,0,0,0,0,0
Pawn Sacrifice,9,0,0,0,0,0,0,0,0,1,0,0,0
Mommy,1,1,0,0,0,0,0,0,0,0,0,0,0
Penguins of Madagascar,11,0,0,0,0,0,0,0,0,0,0,1,0
Draft Day,4,0,0,0,1,0,0,0,0,0,0,0,0
Dracula Untold,10,0,0,0,0,0,0,0,0,0,1,0,0
Selma,1,1,0,0,0,0,0,0,0,0,0,0,0
The Amazing Spider-Man 2,5,0,0,0,0,1,0,0,0,0,0,0,0
The Bag Man,3,0,0,1,0,0,0,0,0,0,0,0,0
The Best of Me,10,0,0,0,0,0,0,0,0,0,1,0,0
The Book of Life,10,0,0,0,0,0,0,0,0,0,1,0,0
The Boxtrolls,9,0,0,0,0,0,0,0,0,1,0,0,0
Chef,5,0,0,0,0,1,0,0,0,0,0,0,0
Life After Beth,7,0,0,0,0,0,0,1,0,0,0,0,0
Let's Be Cops,8,0,0,0,0,0,0,0,1,0,0,0,0
The Disappearance of Eleanor Rigby: Them,9,0,0,0,0,0,0,0,0,1,0,0,0
Left Behind,10,0,0,0,0,0,0,0,0,0,1,0,0
The Drop,9,0,0,0,0,0,0,0,0,1,0,0,0
The Equalizer,9,0,0,0,0,0,0,0,0,1,0,0,0
Captain America: The Winter Soldier,4,0,0,0,1,0,0,0,0,0,0,0,0
The Expendables 3,8,0,0,0,0,0,0,0,1,0,0,0,0
Camp X-Ray,10,0,0,0,0,0,0,0,0,0,1,0,0
Calvary,4,0,0,0,1,0,0,0,0,0,0,0,0
The Fault in Our Stars,6,0,0,0,0,0,1,0,0,0,0,0,0
Cake,1,1,0,0,0,0,0,0,0,0,0,0,0
B�squeda implacable 3,1,1,0,0,0,0,0,0,0,0,0,0,0
Las nubes de Mar�a,11,0,0,0,0,0,0,0,0,0,0,1,0
The Gambler,12,0,0,0,0,0,0,0,0,0,0,0,1
Cold in July,12,0,0,0,0,0,0,0,0,0,0,0,1
Locos por las nueces,1,1,0,0,0,0,0,0,0,0,0,0,0
Serena,2,0,1,0,0,0,0,0,0,0,0,0,0
That Awkward Moment,1,1,0,0,0,0,0,0,0,0,0,0,0
Seventh Son,2,0,1,0,0,0,0,0,0,0,0,0,0
Sex Tape,7,0,0,0,0,0,0,1,0,0,0,0,0
Divergent,3,0,0,1,0,0,0,0,0,0,0,0,0
Mapa a las estrellas,2,0,1,0,0,0,0,0,0,0,0,0,0
Sin City: A Dame to Kill For,8,0,0,0,0,0,0,0,1,0,0,0,0
Deliver Us from Evil,7,0,0,0,0,0,0,1,0,0,0,0,0
Maleficent,5,0,0,0,0,1,0,0,0,0,0,0,0
Magic in the Moonlight,8,0,0,0,0,0,0,0,1,0,0,0,0
Song of the Sea,12,0,0,0,0,0,0,0,0,0,0,0,1
Dear White People,12,0,0,0,0,0,0,0,0,0,0,0,1
St. Vincent,10,0,0,0,0,0,0,0,0,0,1,0,0
Dawn of the Planet of the Apes,7,0,0,0,0,0,0,1,0,0,0,0,0
Step Up All In,8,0,0,0,0,0,0,0,1,0,0,0,0
Lucy,7,0,0,0,0,0,0,1,0,0,0,0,0
Love & Mercy,6,0,0,0,0,0,1,0,0,0,0,0,0
Tal vez es para siempre,4,0,0,0,1,0,0,0,0,0,0,0,0
Lost River,4,0,0,0,1,0,0,0,0,0,0,0,0
Tammy,7,0,0,0,0,0,0,1,0,0,0,0,0
Testament of Youth,1,1,0,0,0,0,0,0,0,0,0,0,0
Cooties,9,0,0,0,0,0,0,0,0,1,0,0,0
Heaven Is for Real,4,0,0,0,1,0,0,0,0,0,0,0,0
Heaven Knows What,5,0,0,0,0,1,0,0,0,0,0,0,0
Kill the Messenger,4,0,0,0,1,0,0,0,0,0,0,0,0
The Theory of Everything,11,0,0,0,0,0,0,0,0,0,0,1,0
300: Rise of an Empire,3,0,0,1,0,0,0,0,0,0,0,0,0
About Last Night,2,0,1,0,0,0,0,0,0,0,0,0,0
H�ctor y el secreto de la felicidad,6,0,0,0,0,0,1,0,0,0,0,0,0
A Walk Among the Tombstones,9,0,0,0,0,0,0,0,0,1,0,0,0
It Follows,3,0,0,1,0,0,0,0,0,0,0,0,0
Walk of Shame,5,0,0,0,0,1,0,0,0,0,0,0,0
In Order of Disappearance,2,0,1,0,0,0,0,0,0,0,0,0,0
A Most Wanted Man,8,0,0,0,0,0,0,0,1,0,0,0,0
A Most Violent Year,1,1,0,0,0,0,0,0,0,0,0,0,0
A Million Ways to Die in the West,5,0,0,0,0,1,0,0,0,0,0,0,0
A Long Way Down,6,0,0,0,0,0,1,0,0,0,0,0,0
A Little Chaos,6,0,0,0,0,0,1,0,0,0,0,0,0
When the Game Stands Tall,8,0,0,0,0,0,0,0,1,0,0,0,0
The Signal,7,0,0,0,0,0,0,1,0,0,0,0,0
A Haunted House 2,4,0,0,0,1,0,0,0,0,0,0,0,0
While We're Young,4,0,0,0,1,0,0,0,0,0,0,0,0
Whiplash,1,1,0,0,0,0,0,0,0,0,0,0,0
Wild,12,0,0,0,0,0,0,0,0,0,0,0,1
Into the Woods,12,0,0,0,0,0,0,0,0,0,0,0,1
A Brilliant Young Mind,9,0,0,0,0,0,0,0,0,1,0,0,0
Winter's Tale,2,0,1,0,0,0,0,0,0,0,0,0,0
Wish I Was Here,7,0,0,0,0,0,0,1,0,0,0,0,0
99 Homes,10,0,0,0,0,0,0,0,0,0,1,0,0
Barefoot,9,0,0,0,0,0,0,0,0,1,0,0,0
The Rover,6,0,0,0,0,0,1,0,0,0,0,0,0
X-Men: Days of Future Past,5,0,0,0,0,1,0,0,0,0,0,0,0
5 to 7,4,0,0,0,1,0,0,0,0,0,0,0,0
Vampire Academy,2,0,1,0,0,0,0,0,0,0,0,0,0
Jack Ryan: Shadow Recruit,1,1,0,0,0,0,0,0,0,0,0,0,0
Addicted,10,0,0,0,0,0,0,0,0,0,1,0,0
"I, Frankenstein",1,1,0,0,0,0,0,0,0,0,0,0,0
Annie,12,0,0,0,0,0,0,0,0,0,0,0,1
I Origins,9,0,0,0,0,0,0,0,0,1,0,0,0
Think Like a Man Too,6,0,0,0,0,0,1,0,0,0,0,0,0
This Is Where I Leave You,9,0,0,0,0,0,0,0,0,1,0,0,0
And So It Goes,7,0,0,0,0,0,0,1,0,0,0,0,0
The Woman in Black 2: Angel of Death,1,1,0,0,0,0,0,0,0,0,0,0,0
Top Five,12,0,0,0,0,0,0,0,0,0,0,0,1
John Wick,10,0,0,0,0,0,0,0,0,0,1,0,0
Transcendence,4,0,0,0,1,0,0,0,0,0,0,0,0
American Sniper,1,1,0,0,0,0,0,0,0,0,0,0,0
Transformers: Age of Extinction,6,0,0,0,0,0,1,0,0,0,0,0,0
Trash,10,0,0,0,0,0,0,0,0,0,1,0,0
Jersey Boys,6,0,0,0,0,0,1,0,0,0,0,0,0
Tusk,9,0,0,0,0,0,0,0,0,1,0,0,0
"As Above, So Below",8,0,0,0,0,0,0,0,1,0,0,0,0
"Two Days, One Night",2,0,1,0,0,0,0,0,0,0,0,0,0
Two Night Stand,9,0,0,0,0,0,0,0,0,1,0,0,0
Just Before I Go,4,0,0,0,1,0,0,0,0,0,0,0,0
The Two Faces of January,8,0,0,0,0,0,0,0,1,0,0,0,0
Una Se�al En La Tormenta,9,0,0,0,0,0,0,0,0,1,0,0,0
Una buena mentira,10,0,0,0,0,0,0,0,0,0,1,0,0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",10,0,0,0,0,0,0,0,0,0,1,0,0
Unbroken,12,0,0,0,0,0,0,0,0,0,0,0,1
If I Stay,8,0,0,0,0,0,0,0,1,0,0,0,0
Unfriended,4,0,0,0,1,0,0,0,0,0,0,0,0
Into the Storm,8,0,0,0,0,0,0,0,1,0,0,0,0
Annabelle,10,0,0,0,0,0,0,0,0,0,1,0,0
Inherent Vice,1,1,0,0,0,0,0,0,0,0,0,0,0
13 Sins,4,0,0,0,1,0,0,0,0,0,0,0,0
The Quiet Ones,4,0,0,0,1,0,0,0,0,0,0,0,0
12 horas para sobrevivir,7,0,0,0,0,0,0,1,0,0,0,0,0
How to Train Your Dragon 2,6,0,0,0,0,0,1,0,0,0,0,0,0
Kill Me Three Times,4,0,0,0,1,0,0,0,0,0,0,0,0
Interstellar,11,0,0,0,0,0,0,0,0,0,0,1,0
3 Days to Kill,2,0,1,0,0,0,0,0,0,0,0,0,0
Zombeavers,3,0,0,1,0,0,0,0,0,0,0,0,0
22 Jump Street,6,0,0,0,0,0,1,0,0,0,0,0,0
The Raid 2,4,0,0,0,1,0,0,0,0,0,0,0,0
Tracks,3,0,0,1,0,0,0,0,0,0,0,0,0
Carrie,10,0,0,0,0,0,0,0,0,0,1,0,0
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,5,0,0,0,0,1,0,0,0,0,0,0,0
Mandela: Long Walk to Freedom,12,0,0,0,0,0,0,0,0,0,0,0,1
Austenland,9,0,0,0,0,0,0,0,0,1,0,0,0
The Double,4,0,0,0,1,0,0,0,0,0,0,0,0
Labor Day,1,1,0,0,0,0,0,0,0,0,0,0,0
Scary Movie 5,4,0,0,0,1,0,0,0,0,0,0,0,0
The Heat,6,0,0,0,0,0,1,0,0,0,0,0,0
V/H/S/2,6,0,0,0,0,0,1,0,0,0,0,0,0
Se levanta el viento,2,0,1,0,0,0,0,0,0,0,0,0,0
August: Osage County,1,1,0,0,0,0,0,0,0,0,0,0,0
Amores infieles,3,0,0,1,0,0,0,0,0,0,0,0,0
Jack the Giant Slayer,3,0,0,1,0,0,0,0,0,0,0,0,0
Texas Chainsaw 3D,1,1,0,0,0,0,0,0,0,0,0,0,0
The Hangover Part III,5,0,0,0,0,1,0,0,0,0,0,0,0
Adult World,2,0,1,0,0,0,0,0,0,0,0,0,0
About Time,11,0,0,0,0,0,0,0,0,0,0,1,0
Lee Daniels' The Butler,8,0,0,0,0,0,0,0,1,0,0,0,0
The To Do List,7,0,0,0,0,0,0,1,0,0,0,0,0
Don Jon,9,0,0,0,0,0,0,0,0,1,0,0,0
Adore,10,0,0,0,0,0,0,0,0,0,1,0,0
Breathe In,5,0,0,0,0,1,0,0,0,0,0,0,0
Dom Hemingway,11,0,0,0,0,0,0,0,0,0,0,1,0
Saving Mr. Banks,12,0,0,0,0,0,0,0,0,0,0,0,1
Trance,5,0,0,0,0,1,0,0,0,0,0,0,0
Belle,6,0,0,0,0,0,1,0,0,0,0,0,0
Iron Man 3,5,0,0,0,0,1,0,0,0,0,0,0,0
Movie 43,1,1,0,0,0,0,0,0,0,0,0,0,0
Joe,4,0,0,0,1,0,0,0,0,0,0,0,0
Grudge Match,12,0,0,0,0,0,0,0,0,0,0,0,1
2 Guns,8,0,0,0,0,0,0,0,1,0,0,0,0
Romeo & Juliet,10,0,0,0,0,0,0,0,0,0,1,0,0
The Tale of the Princess Kaguya,11,0,0,0,0,0,0,0,0,0,0,1,0
The Hunger Games: Catching Fire,11,0,0,0,0,0,0,0,0,0,0,1,0
Runner Runner,10,0,0,0,0,0,0,0,0,0,1,0,0
Locke,4,0,0,0,1,0,0,0,0,0,0,0,0
Gangster Squad,1,1,0,0,0,0,0,0,0,0,0,0,0
Safe Haven,2,0,1,0,0,0,0,0,0,0,0,0,0
Drinking Buddies,7,0,0,0,0,0,0,1,0,0,0,0,0
Killing Season,9,0,0,0,0,0,0,0,0,1,0,0,0
La noche de la expiaci�n,6,0,0,0,0,0,1,0,0,0,0,0,0
The Wolverine,7,0,0,0,0,0,0,1,0,0,0,0,0
Homefront,11,0,0,0,0,0,0,0,0,0,0,1,0
The Hobbit: The Desolation of Smaug,12,0,0,0,0,0,0,0,0,0,0,0,1
The Wolf of Wall Street,12,0,0,0,0,0,0,0,0,0,0,0,1
Short Term 12,8,0,0,0,0,0,0,0,1,0,0,0,0
Broken City,1,1,0,0,0,0,0,0,0,0,0,0,0
Side Effects,2,0,1,0,0,0,0,0,0,0,0,0,0
Ida,10,0,0,0,0,0,0,0,0,0,1,0,0
I'm So Excited!,7,0,0,0,0,0,0,1,0,0,0,0,0
Un pasado imborrable,5,0,0,0,0,1,0,0,0,0,0,0,0
Dead Man Down,3,0,0,1,0,0,0,0,0,0,0,0,0
Star Trek Into Darkness,5,0,0,0,0,1,0,0,0,0,0,0,0
American Hustle,12,0,0,0,0,0,0,0,0,0,0,0,1
Dark Skies,2,0,1,0,0,0,0,0,0,0,0,0,0
CBGB,10,0,0,0,0,0,0,0,0,0,1,0,0
Nebraska,1,1,0,0,0,0,0,0,0,0,0,0,0
Last Vegas,11,0,0,0,0,0,0,0,0,0,0,1,0
Insidious: Chapter 2,9,0,0,0,0,0,0,0,0,1,0,0,0
Stoker,4,0,0,0,1,0,0,0,0,0,0,0,0
Before Midnight,6,0,0,0,0,0,1,0,0,0,0,0,0
S�lo los amantes sobreviven,4,0,0,0,1,0,0,0,0,0,0,0,0
S�lo Dios perdona,9,0,0,0,0,0,0,0,0,1,0,0,0
All Is Lost,11,0,0,0,0,0,0,0,0,0,0,1,0
The Fifth Estate,10,0,0,0,0,0,0,0,0,0,1,0,0
Machete Kills,10,0,0,0,0,0,0,0,0,0,1,0,0
Dallas Buyers Club,11,0,0,0,0,0,0,0,0,0,0,1,0
Turbo,7,0,0,0,0,0,0,1,0,0,0,0,0
Lovelace,9,0,0,0,0,0,0,0,0,1,0,0,0
Jimi: All Is by My Side,10,0,0,0,0,0,0,0,0,0,1,0,0
The Family,9,0,0,0,0,0,0,0,0,1,0,0,0
The Way Way Back,7,0,0,0,0,0,0,1,0,0,0,0,0
The Green Inferno,9,0,0,0,0,0,0,0,0,1,0,0,0
Identity Thief,2,0,1,0,0,0,0,0,0,0,0,0,0
After Earth,5,0,0,0,0,1,0,0,0,0,0,0,0
Instructions Not Included,9,0,0,0,0,0,0,0,0,1,0,0,0
G.I. Joe: Retaliation,3,0,0,1,0,0,0,0,0,0,0,0,0
12 Years a Slave,11,0,0,0,0,0,0,0,0,0,0,1,0
Diana,12,0,0,0,0,0,0,0,0,0,0,0,1
Man of Tai Chi,7,0,0,0,0,0,0,1,0,0,0,0,0
The East,6,0,0,0,0,0,1,0,0,0,0,0,0
Afternoon Delight,12,0,0,0,0,0,0,0,0,0,0,0,1
The Grandmaster,8,0,0,0,0,0,0,0,1,0,0,0,0
Temptation: Confessions of a Marriage Counselor,3,0,0,1,0,0,0,0,0,0,0,0,0
Hansel y Gretel: Cazadores de brujas,1,1,0,0,0,0,0,0,0,0,0,0,0
Man of Steel,6,0,0,0,0,0,1,0,0,0,0,0,0
Despicable Me 2,7,0,0,0,0,0,0,1,0,0,0,0,0
Lone Survivor,1,1,0,0,0,0,0,0,0,0,0,0,0
Mam�,1,1,0,0,0,0,0,0,0,0,0,0,0
Ain't Them Bodies Saints,8,0,0,0,0,0,0,0,1,0,0,0,0
I Give It a Year,2,0,1,0,0,0,0,0,0,0,0,0,0
Delivery Man,11,0,0,0,0,0,0,0,0,0,0,1,0
Under the Skin,3,0,0,1,0,0,0,0,0,0,0,0,0
Snitch,2,0,1,0,0,0,0,0,0,0,0,0,0
How I Live Now,10,0,0,0,0,0,0,0,0,0,1,0,0
Fruitvale Station,7,0,0,0,0,0,0,1,0,0,0,0,0
Begin Again,7,0,0,0,0,0,0,1,0,0,0,0,0
Captain Phillips,10,0,0,0,0,0,0,0,0,0,1,0,0
Riddick,9,0,0,0,0,0,0,0,0,1,0,0,0
Grown Ups 2,7,0,0,0,0,0,0,1,0,0,0,0,0
Walking with the Enemy,4,0,0,0,1,0,0,0,0,0,0,0,0
Gimme Shelter,10,0,0,0,0,0,0,0,0,0,1,0,0
Fast & Furious 6,5,0,0,0,0,1,0,0,0,0,0,0,0
Her,1,1,0,0,0,0,0,0,0,0,0,0,0
The Canyons,8,0,0,0,0,0,0,0,1,0,0,0,0
The Secret Life of Walter Mitty,12,0,0,0,0,0,0,0,0,0,0,0,1
The Lone Ranger,7,0,0,0,0,0,0,1,0,0,0,0,0
The Call,3,0,0,1,0,0,0,0,0,0,0,0,0
Planes,8,0,0,0,0,0,0,0,1,0,0,0,0
White House Down,6,0,0,0,0,0,1,0,0,0,0,0,0
A Good Day to Die Hard,2,0,1,0,0,0,0,0,0,0,0,0,0
Fading Gigolo,7,0,0,0,0,0,0,1,0,0,0,0,0
Charlie Countryman,9,0,0,0,0,0,0,0,0,1,0,0,0
A Haunted House,1,1,0,0,0,0,0,0,0,0,0,0,0
Inside Llewyn Davis,1,1,0,0,0,0,0,0,0,0,0,0,0
Evil Dead,4,0,0,0,1,0,0,0,0,0,0,0,0
The Last Days on Mars,9,0,0,0,0,0,0,0,0,1,0,0,0
Bad Grandpa,10,0,0,0,0,0,0,0,0,0,1,0,0
The Book Thief,11,0,0,0,0,0,0,0,0,0,0,1,0
Prisoners,9,0,0,0,0,0,0,0,0,1,0,0,0
The Immigrant,5,0,0,0,0,1,0,0,0,0,0,0,0
The Bling Ring,6,0,0,0,0,0,1,0,0,0,0,0,0
I Spit on Your Grave 2,1,1,0,0,0,0,0,0,0,0,0,0,0
Kill Your Darlings,9,0,0,0,0,0,0,0,0,1,0,0,0
The Big Wedding,4,0,0,0,1,0,0,0,0,0,0,0,0
This Is the End,6,0,0,0,0,0,1,0,0,0,0,0,0
The Smurfs 2,7,0,0,0,0,0,0,1,0,0,0,0,0
Europa Report,6,0,0,0,0,0,1,0,0,0,0,0,0
The Best Offer,1,1,0,0,0,0,0,0,0,0,0,0,0
What If,8,0,0,0,0,0,0,0,1,0,0,0,0
Philomena,11,0,0,0,0,0,0,0,0,0,0,1,0
Percy Jackson: Sea of Monsters,8,0,0,0,0,0,0,0,1,0,0,0,0
The Croods,3,0,0,1,0,0,0,0,0,0,0,0,0
The Mortal Instruments: City of Bones,8,0,0,0,0,0,0,0,1,0,0,0,0
Out of the Furnace,12,0,0,0,0,0,0,0,0,0,0,0,1
The Zero Theorem,8,0,0,0,0,0,0,0,1,0,0,0,0
Monsters University,6,0,0,0,0,0,1,0,0,0,0,0,0
Oz the Great and Powerful,3,0,0,1,0,0,0,0,0,0,0,0,0
Pacific Rim,7,0,0,0,0,0,0,1,0,0,0,0,0
42,4,0,0,0,1,0,0,0,0,0,0,0,0
Pain & Gain,4,0,0,0,1,0,0,0,0,0,0,0,0
Palo Alto,5,0,0,0,0,1,0,0,0,0,0,0,0
47 Ronin,12,0,0,0,0,0,0,0,0,0,0,0,1
Olympus Has Fallen,3,0,0,1,0,0,0,0,0,0,0,0,0
The Conjuring,7,0,0,0,0,0,0,1,0,0,0,0,0
Paranoia,8,0,0,0,0,0,0,0,1,0,0,0,0
Oculus,4,0,0,0,1,0,0,0,0,0,0,0,0
Life of Crime,8,0,0,0,0,0,0,0,1,0,0,0,0
Parker,1,1,0,0,0,0,0,0,0,0,0,0,0
Filth,4,0,0,0,1,0,0,0,0,0,0,0,0
Parkland,10,0,0,0,0,0,0,0,0,0,1,0,0
The Sacrament,5,0,0,0,0,1,0,0,0,0,0,0,0
World War Z,6,0,0,0,0,0,1,0,0,0,0,0,0
Knights of Badassdom,8,0,0,0,0,0,0,0,1,0,0,0,0
Pawn,9,0,0,0,0,0,0,0,0,1,0,0,0
Oblivion,4,0,0,0,1,0,0,0,0,0,0,0,0
The Lunchbox,9,0,0,0,0,0,0,0,0,1,0,0,0
Now You See Me,5,0,0,0,0,1,0,0,0,0,0,0,0
Kick-Ass 2,8,0,0,0,0,0,0,0,1,0,0,0,0
Anna,1,1,0,0,0,0,0,0,0,0,0,0,0
Welcome to the Punch,3,0,0,1,0,0,0,0,0,0,0,0,0
The Last Stand,1,1,0,0,0,0,0,0,0,0,0,0,0
Escape Plan,10,0,0,0,0,0,0,0,0,0,1,0,0
Ender's Game,11,0,0,0,0,0,0,0,0,0,0,1,0
Gravity,10,0,0,0,0,0,0,0,0,0,1,0,0
Cloudy with a Chance of Meatballs 2,9,0,0,0,0,0,0,0,0,1,0,0,0
Thor: The Dark World,11,0,0,0,0,0,0,0,0,0,0,1,0
Anchorman 2: The Legend Continues,12,0,0,0,0,0,0,0,0,0,0,0,1
Journey to the West,2,0,1,0,0,0,0,0,0,0,0,0,0
The Invisible Woman,2,0,1,0,0,0,0,0,0,0,0,0,0
Elysium,8,0,0,0,0,0,0,0,1,0,0,0,0
Blue Is the Warmest Color,2,0,1,0,0,0,0,0,0,0,0,0,0
Blue Jasmine,8,0,0,0,0,0,0,0,1,0,0,0,0
Blue Ruin,7,0,0,0,0,0,0,1,0,0,0,0,0
Redemption,8,0,0,0,0,0,0,0,1,0,0,0,0
21 & Over,3,0,0,1,0,0,0,0,0,0,0,0,0
The Internship,6,0,0,0,0,0,1,0,0,0,0,0,0
Warm Bodies,2,0,1,0,0,0,0,0,0,0,0,0,0
El pasado,8,0,0,0,0,0,0,0,1,0,0,0,0
El gran Gatsby,5,0,0,0,0,1,0,0,0,0,0,0,0
El expreso del miedo,7,0,0,0,0,0,0,1,0,0,0,0,0
In Secret,4,0,0,0,1,0,0,0,0,0,0,0,0
The Incredible Burt Wonderstone,3,0,0,1,0,0,0,0,0,0,0,0,0
The Art of the Steal,6,0,0,0,0,0,1,0,0,0,0,0,0
The World's End,8,0,0,0,0,0,0,0,1,0,0,0,0
We Are What We Are,10,0,0,0,0,0,0,0,0,0,1,0,0
Jobs,8,0,0,0,0,0,0,0,1,0,0,0,0
R.I.P.D.,7,0,0,0,0,0,0,1,0,0,0,0,0
We're the Millers,8,0,0,0,0,0,0,0,1,0,0,0,0
Epic,5,0,0,0,0,1,0,0,0,0,0,0,0
The Kings of Summer,8,0,0,0,0,0,0,0,1,0,0,0,0
Horns,10,0,0,0,0,0,0,0,0,0,1,0,0
In a World...,9,0,0,0,0,0,0,0,0,1,0,0,0
The Spectacular Now,9,0,0,0,0,0,0,0,0,1,0,0,0
Blood Ties,11,0,0,0,0,0,0,0,0,0,0,1,0
RED 2,7,0,0,0,0,0,0,1,0,0,0,0,0
Enough Said,10,0,0,0,0,0,0,0,0,0,1,0,0
The Best Man Holiday,11,0,0,0,0,0,0,0,0,0,0,1,0
Enemigos id�nticos,2,0,1,0,0,0,0,0,0,0,0,0,0
To the Wonder,8,0,0,0,0,0,0,0,1,0,0,0,0
John Carter,3,0,0,1,0,0,0,0,0,0,0,0,0
The Cold Light of Day,9,0,0,0,0,0,0,0,0,1,0,0,0
The Collection,11,0,0,0,0,0,0,0,0,0,0,1,0
Journey 2: The Mysterious Island,2,0,1,0,0,0,0,0,0,0,0,0,0
The Apparition,8,0,0,0,0,0,0,0,1,0,0,0,0
The Amazing Spider-Man,7,0,0,0,0,0,0,1,0,0,0,0,0
Tim and Eric's Billion Dollar Movie,1,1,0,0,0,0,0,0,0,0,0,0,0
